"scientificname","longitude","latitude","datecollected","timeofday","stock","life_stage","length"
"Oncorhynchus tshawytscha",-117.43512,46.66055,"2010-05-23T14:50:00",14.83333333,"Unknown","JUVENILE",0.135
"Oncorhynchus tshawytscha",-117.43512,46.66055,"2010-05-24T15:30:00",15.5,"Unknown","JUVENILE",0.136
"Oncorhynchus tshawytscha",-117.43512,46.66055,"2010-05-24T15:30:00",15.5,"Unknown","JUVENILE",0.135
"Oncorhynchus tshawytscha",-122.02071944,45.61579722,"2010-05-26T04:00:00",4,"Unknown","JUVENILE",0.13
"Oncorhynchus tshawytscha",-117.43512,46.66055,"2010-05-24T15:30:00",15.5,"Unknown","JUVENILE",0.149
"Oncorhynchus tshawytscha",-122.02071944,45.61579722,"2010-05-26T04:00:00",4,"Unknown","JUVENILE",0.135
"Oncorhynchus tshawytscha",-122.02071944,45.61579722,"2010-05-26T04:00:00",4,"Unknown","JUVENILE",0.145
"Oncorhynchus tshawytscha",-117.43512,46.66055,"2010-05-24T15:30:00",15.5,"Unknown","JUVENILE",0.148
"Oncorhynchus tshawytscha",-122.02071944,45.61579722,"2010-05-26T04:00:00",4,"Unknown","JUVENILE",0.137
"Oncorhynchus tshawytscha",-122.02071944,45.61579722,"2010-05-26T04:00:00",4,"Unknown","JUVENILE",0.14
"Oncorhynchus tshawytscha",-117.43512,46.66055,"2010-05-24T15:30:00",15.5,"Unknown","JUVENILE",0.142
"Oncorhynchus tshawytscha",-122.02071944,45.61579722,"2010-05-26T04:00:00",4,"Unknown","JUVENILE",0.139
"Oncorhynchus tshawytscha",-122.02071944,45.61579722,"2010-05-26T04:00:00",4,"Unknown","JUVENILE",0.141
"Oncorhynchus tshawytscha",-122.02071944,45.61579722,"2010-05-26T04:00:00",4,"Unknown","JUVENILE",0.131
"Oncorhynchus tshawytscha",-117.43512,46.66055,"2010-05-24T15:30:00",15.5,"Unknown","JUVENILE",0.147
"Oncorhynchus tshawytscha",-117.43512,46.66055,"2010-05-24T15:30:00",15.5,"Unknown","JUVENILE",0.137
"Oncorhynchus tshawytscha",-117.43512,46.66055,"2010-05-24T15:30:00",15.5,"Unknown","JUVENILE",0.134
"Oncorhynchus tshawytscha",-122.02071944,45.61579722,"2010-05-26T04:00:00",4,"Unknown","JUVENILE",0.136
"Oncorhynchus tshawytscha",-117.43512,46.66055,"2010-05-24T15:30:00",15.5,"Unknown","JUVENILE",0.14
"Oncorhynchus tshawytscha",-117.43512,46.66055,"2010-05-24T15:30:00",15.5,"Unknown","JUVENILE",0.144
"Oncorhynchus tshawytscha",-117.43512,46.66055,"2010-05-24T15:30:00",15.5,"Unknown","JUVENILE",0.145
"Oncorhynchus tshawytscha",-117.43512,46.66055,"2010-05-24T15:30:00",15.5,"Unknown","JUVENILE",0.132
"Oncorhynchus tshawytscha",-122.02071944,45.61579722,"2010-05-26T04:00:00",4,"Unknown","JUVENILE",0.132
"Oncorhynchus tshawytscha",-122.02071944,45.61579722,"2010-05-26T04:00:00",4,"Unknown","JUVENILE",0.148
"Oncorhynchus tshawytscha",-117.43512,46.66055,"2010-05-24T15:30:00",15.5,"Unknown","JUVENILE",0.139
"Oncorhynchus tshawytscha",-122.02071944,45.61579722,"2010-05-26T04:00:00",4,"Unknown","JUVENILE",0.149
"Oncorhynchus tshawytscha",-122.07833333,45.59333333,"2010-05-27T03:20:00",3.33333333,"Unknown","JUVENILE",0.143
"Oncorhynchus tshawytscha",-122.07833333,45.59333333,"2010-05-27T03:20:00",3.33333333,"Unknown","JUVENILE",0.131
"Oncorhynchus tshawytscha",-122.07833333,45.59333333,"2010-05-27T03:20:00",3.33333333,"Unknown","JUVENILE",0.14
"Oncorhynchus tshawytscha",-122.07833333,45.59333333,"2010-05-27T03:20:00",3.33333333,"Unknown","JUVENILE",0.139
"Oncorhynchus tshawytscha",-122.07833333,45.59333333,"2010-05-27T03:20:00",3.33333333,"Unknown","JUVENILE",0.156
"Oncorhynchus tshawytscha",-122.07833333,45.59333333,"2010-05-27T03:20:00",3.33333333,"Unknown","JUVENILE",0.137
"Oncorhynchus tshawytscha",-122.07833333,45.59333333,"2010-05-27T03:20:00",3.33333333,"Unknown","JUVENILE",0.13
"Oncorhynchus tshawytscha",-117.43512,46.66055,"2010-05-23T14:50:00",14.83333333,"Unknown","JUVENILE",0.142
"Oncorhynchus tshawytscha",-122.04054722,45.60944722,"2010-05-25T03:40:00",3.66666667,"Unknown","JUVENILE",0.15
"Oncorhynchus tshawytscha",-122.04054722,45.60944722,"2010-05-25T03:40:00",3.66666667,"Unknown","JUVENILE",0.139
"Oncorhynchus tshawytscha",-122.04054722,45.60944722,"2010-05-25T03:40:00",3.66666667,"Unknown","JUVENILE",0.143
"Oncorhynchus tshawytscha",-122.04054722,45.60944722,"2010-05-25T03:40:00",3.66666667,"Unknown","JUVENILE",0.159
"Oncorhynchus tshawytscha",-117.43512,46.66055,"2010-05-23T14:50:00",14.83333333,"Unknown","JUVENILE",0.137
"Oncorhynchus tshawytscha",-122.04054722,45.60944722,"2010-05-25T03:40:00",3.66666667,"Unknown","JUVENILE",0.152
"Oncorhynchus tshawytscha",-117.43512,46.66055,"2010-05-23T14:50:00",14.83333333,"Unknown","JUVENILE",0.15
"Oncorhynchus tshawytscha",-122.04054722,45.60944722,"2010-05-25T03:40:00",3.66666667,"Unknown","JUVENILE",0.132
"Oncorhynchus tshawytscha",-117.43512,46.66055,"2010-05-23T14:50:00",14.83333333,"Unknown","JUVENILE",0.156
"Oncorhynchus tshawytscha",-122.04054722,45.60944722,"2010-05-25T03:40:00",3.66666667,"Unknown","JUVENILE",0.145
"Oncorhynchus tshawytscha",-117.43512,46.66055,"2010-05-23T14:50:00",14.83333333,"Unknown","JUVENILE",0.16
"Oncorhynchus tshawytscha",-117.43512,46.66055,"2010-05-23T14:50:00",14.83333333,"Unknown","JUVENILE",0.154
"Oncorhynchus tshawytscha",-122.04054722,45.60944722,"2010-05-25T03:40:00",3.66666667,"Unknown","JUVENILE",0.133
"Oncorhynchus tshawytscha",-122.04054722,45.60944722,"2010-05-25T03:40:00",3.66666667,"Unknown","JUVENILE",0.16
"Oncorhynchus tshawytscha",-117.43512,46.66055,"2010-05-23T14:50:00",14.83333333,"Unknown","JUVENILE",0.133
"Oncorhynchus tshawytscha",-122.07833333,45.59333333,"2010-05-27T03:20:00",3.33333333,"Unknown","JUVENILE",0.135
"Oncorhynchus tshawytscha",-117.43512,46.66055,"2010-05-24T15:30:00",15.5,"Unknown","JUVENILE",0.141
"Oncorhynchus tshawytscha",-122.02071944,45.61579722,"2010-05-26T04:00:00",4,"Unknown","JUVENILE",0.144
"Oncorhynchus tshawytscha",-122.02071944,45.61579722,"2010-05-26T04:00:00",4,"Unknown","JUVENILE",0.134
"Oncorhynchus tshawytscha",-117.43512,46.66055,"2010-05-24T15:30:00",15.5,"Unknown","JUVENILE",0.153
"Oncorhynchus tshawytscha",-122.02071944,45.61579722,"2010-05-26T04:00:00",4,"Unknown","JUVENILE",0.138
"Oncorhynchus tshawytscha",-122.02071944,45.61579722,"2010-05-26T04:00:00",4,"Unknown","JUVENILE",0.146
"Oncorhynchus tshawytscha",-122.07833333,45.59333333,"2010-05-27T03:20:00",3.33333333,"Unknown","JUVENILE",0.147
"Oncorhynchus tshawytscha",-122.02071944,45.61579722,"2010-05-26T04:00:00",4,"Unknown","JUVENILE",0.156
"Oncorhynchus tshawytscha",-117.43512,46.66055,"2010-05-24T15:30:00",15.5,"Unknown","JUVENILE",0.13
"Oncorhynchus tshawytscha",-122.02071944,45.61579722,"2010-05-26T04:00:00",4,"Unknown","JUVENILE",0.133
"Oncorhynchus tshawytscha",-122.02071944,45.61579722,"2010-05-26T04:00:00",4,"Unknown","JUVENILE",0.15
"Oncorhynchus tshawytscha",-122.02071944,45.61579722,"2010-05-26T04:00:00",4,"Unknown","JUVENILE",0.161
"Oncorhynchus tshawytscha",-122.02071944,45.61579722,"2010-05-26T04:00:00",4,"Unknown","JUVENILE",0.152
"Oncorhynchus tshawytscha",-122.02071944,45.61579722,"2010-05-26T04:00:00",4,"Unknown","JUVENILE",0.147
"Oncorhynchus tshawytscha",-122.02071944,45.61579722,"2010-05-26T04:00:00",4,"Unknown","JUVENILE",0.142
"Oncorhynchus tshawytscha",-122.07833333,45.59333333,"2010-05-27T03:20:00",3.33333333,"Unknown","JUVENILE",0.136
"Oncorhynchus tshawytscha",-122.07833333,45.59333333,"2010-05-27T03:20:00",3.33333333,"Unknown","JUVENILE",0.142
"Oncorhynchus tshawytscha",-122.07833333,45.59333333,"2010-05-27T03:20:00",3.33333333,"Unknown","JUVENILE",0.138
"Oncorhynchus tshawytscha",-121.961584,45.635926,"2011-04-23T22:00:00",22,"Unknown","JUVENILE",0.13
"Oncorhynchus tshawytscha",-121.961584,45.635926,"2011-04-23T22:00:00",22,"Unknown","JUVENILE",0.162
"Oncorhynchus tshawytscha",-121.961584,45.635926,"2011-04-23T22:00:00",22,"Unknown","JUVENILE",0.149
"Oncorhynchus tshawytscha",-121.961584,45.635926,"2011-04-23T22:00:00",22,"Unknown","JUVENILE",0.151
"Oncorhynchus tshawytscha",-121.961584,45.635926,"2011-04-23T22:00:00",22,"Unknown","JUVENILE",0.137
"Oncorhynchus tshawytscha",-121.961584,45.635926,"2011-04-23T22:00:00",22,"Unknown","JUVENILE",0.135
"Oncorhynchus tshawytscha",-121.961584,45.635926,"2011-04-23T22:00:00",22,"Unknown","JUVENILE",0.15
"Oncorhynchus tshawytscha",-121.961584,45.635926,"2011-04-23T22:00:00",22,"Unknown","JUVENILE",0.169
"Oncorhynchus tshawytscha",-121.961584,45.635926,"2011-04-23T22:00:00",22,"Unknown","JUVENILE",0.134
"Oncorhynchus tshawytscha",-121.961584,45.635926,"2011-04-23T22:00:00",22,"Unknown","JUVENILE",0.138
"Oncorhynchus tshawytscha",-121.961584,45.635926,"2011-04-23T22:00:00",22,"Unknown","JUVENILE",0.146
"Oncorhynchus tshawytscha",-121.961584,45.635926,"2011-04-23T22:00:00",22,"Unknown","JUVENILE",0.141
"Oncorhynchus tshawytscha",-121.961584,45.635926,"2011-04-23T22:00:00",22,"Unknown","JUVENILE",0.145
"Oncorhynchus tshawytscha",-121.961584,45.635926,"2011-04-23T22:00:00",22,"Unknown","JUVENILE",NA
"Oncorhynchus tshawytscha",-121.961584,45.635926,"2011-04-23T22:00:00",22,"Unknown","JUVENILE",0.14
"Oncorhynchus tshawytscha",-121.961584,45.635926,"2011-04-23T22:00:00",22,"Unknown","JUVENILE",0.148
"Oncorhynchus tshawytscha",-121.961584,45.635926,"2011-04-23T22:00:00",22,"Unknown","JUVENILE",0.157
"Oncorhynchus tshawytscha",-121.961584,45.635926,"2011-04-23T22:00:00",22,"Unknown","JUVENILE",0.131
"Oncorhynchus tshawytscha",-121.961584,45.635926,"2011-04-23T22:00:00",22,"Unknown","JUVENILE",0.144
"Oncorhynchus tshawytscha",-121.961584,45.635926,"2011-04-23T22:00:00",22,"Unknown","JUVENILE",0.143
"Oncorhynchus tshawytscha",-121.961584,45.635926,"2011-04-23T22:00:00",22,"Unknown","JUVENILE",0.132
"Oncorhynchus tshawytscha",-121.961584,45.635926,"2011-04-23T22:00:00",22,"Unknown","JUVENILE",0.161
"Oncorhynchus tshawytscha",-121.961584,45.635926,"2011-04-23T22:00:00",22,"Unknown","JUVENILE",0.168
"Oncorhynchus tshawytscha",-121.961584,45.635926,"2011-04-23T22:00:00",22,"Unknown","JUVENILE",0.152
"Oncorhynchus tshawytscha",-121.961584,45.635926,"2011-04-23T22:00:00",22,"Unknown","JUVENILE",0.133
"Oncorhynchus tshawytscha",-121.961584,45.635926,"2011-04-24T22:00:00",22,"Unknown","JUVENILE",0.145
"Oncorhynchus tshawytscha",-121.961584,45.635926,"2011-04-24T22:00:00",22,"Unknown","JUVENILE",0.132
"Oncorhynchus tshawytscha",-121.961584,45.635926,"2011-04-24T22:00:00",22,"Unknown","JUVENILE",0.15
"Oncorhynchus tshawytscha",-121.961584,45.635926,"2011-04-24T22:00:00",22,"Unknown","JUVENILE",0.142
"Oncorhynchus tshawytscha",-121.961584,45.635926,"2011-04-24T22:00:00",22,"Unknown","JUVENILE",0.139
"Oncorhynchus tshawytscha",-121.961584,45.635926,"2011-04-24T22:00:00",22,"Unknown","JUVENILE",0.137
"Oncorhynchus tshawytscha",-121.961584,45.635926,"2011-04-24T22:00:00",22,"Unknown","JUVENILE",0.157
"Oncorhynchus tshawytscha",-121.961584,45.635926,"2011-04-24T22:00:00",22,"Unknown","JUVENILE",0.135
"Oncorhynchus tshawytscha",-121.961584,45.635926,"2011-04-24T22:00:00",22,"Unknown","JUVENILE",0.144
"Oncorhynchus tshawytscha",-121.961584,45.635926,"2011-04-24T22:00:00",22,"Unknown","JUVENILE",0.149
"Oncorhynchus tshawytscha",-121.961584,45.635926,"2011-04-24T22:00:00",22,"Unknown","JUVENILE",0.169
"Oncorhynchus tshawytscha",-121.961584,45.635926,"2011-04-24T22:00:00",22,"Unknown","JUVENILE",0.136
"Oncorhynchus tshawytscha",-121.961584,45.635926,"2011-04-24T22:00:00",22,"Unknown","JUVENILE",0.151
"Oncorhynchus tshawytscha",-121.961584,45.635926,"2011-04-24T22:00:00",22,"Unknown","JUVENILE",0.14
"Oncorhynchus tshawytscha",-121.961584,45.635926,"2011-04-24T22:00:00",22,"Unknown","JUVENILE",0.159
"Oncorhynchus tshawytscha",-121.961584,45.635926,"2011-04-24T22:00:00",22,"Unknown","JUVENILE",0.152
"Oncorhynchus tshawytscha",-121.961584,45.635926,"2011-04-24T22:00:00",22,"Unknown","JUVENILE",0.146
"Oncorhynchus tshawytscha",-121.961584,45.635926,"2011-04-24T22:00:00",22,"Unknown","JUVENILE",0.134
"Oncorhynchus tshawytscha",-121.961584,45.635926,"2011-04-24T22:00:00",22,"Unknown","JUVENILE",0.141
"Oncorhynchus tshawytscha",-121.961584,45.635926,"2011-04-24T22:00:00",22,"Unknown","JUVENILE",0.143
"Oncorhynchus tshawytscha",-121.961584,45.635926,"2011-04-24T22:00:00",22,"Unknown","JUVENILE",0.155
"Oncorhynchus tshawytscha",-121.961584,45.635926,"2011-04-24T22:00:00",22,"Unknown","JUVENILE",0.138
"Oncorhynchus tshawytscha",-121.961584,45.635926,"2011-04-23T22:00:00",22,"Unknown","JUVENILE",0.156
"Oncorhynchus tshawytscha",-121.961584,45.635926,"2011-04-23T22:00:00",22,"Unknown","JUVENILE",0.17
"Oncorhynchus tshawytscha",-121.961584,45.635926,"2011-04-24T22:00:00",22,"Unknown","JUVENILE",0.147
"Oncorhynchus tshawytscha",-121.961584,45.635926,"2011-04-24T22:00:00",22,"Unknown","JUVENILE",0.154
"Oncorhynchus tshawytscha",-121.961584,45.635926,"2011-04-24T22:00:00",22,"Unknown","JUVENILE",0.165
"Oncorhynchus tshawytscha",-121.961584,45.635926,"2011-04-24T22:00:00",22,"Unknown","JUVENILE",0.166
"Oncorhynchus tshawytscha",-121.961584,45.635926,"2011-04-24T22:00:00",22,"Unknown","JUVENILE",NA
"Oncorhynchus tshawytscha",-121.961584,45.635926,"2011-04-23T22:00:00",22,"Unknown","JUVENILE",0.136
"Oncorhynchus tshawytscha",-121.961584,45.635926,"2011-04-24T22:00:00",22,"Unknown","JUVENILE",0.167
"Oncorhynchus tshawytscha",-121.961584,45.635926,"2011-05-04T06:30:00",6.5,"Unknown","JUVENILE",0.137
"Oncorhynchus tshawytscha",-120.19085,45.74514,"2010-04-28T18:05:00",18.08333333,"Unknown","JUVENILE",0.195
"Oncorhynchus tshawytscha",-121.961584,45.635926,"2011-05-04T06:30:00",6.5,"Unknown","JUVENILE",0.161
"Oncorhynchus tshawytscha",-121.961584,45.635926,"2011-05-04T06:30:00",6.5,"Unknown","JUVENILE",0.135
"Oncorhynchus tshawytscha",-121.961584,45.635926,"2011-05-04T06:30:00",6.5,"Unknown","JUVENILE",0.136
"Oncorhynchus tshawytscha",-121.961584,45.635926,"2011-05-04T06:30:00",6.5,"Unknown","JUVENILE",0.13
"Oncorhynchus tshawytscha",-121.961584,45.635926,"2011-05-04T06:30:00",6.5,"Unknown","JUVENILE",0.15
"Oncorhynchus tshawytscha",-121.961584,45.635926,"2011-05-04T06:30:00",6.5,"Unknown","JUVENILE",0.139
"Oncorhynchus tshawytscha",-121.961584,45.635926,"2011-05-04T06:30:00",6.5,"Unknown","JUVENILE",0.148
"Oncorhynchus tshawytscha",-121.961584,45.635926,"2011-05-06T06:30:00",6.5,"Unknown","JUVENILE",0.16
"Oncorhynchus tshawytscha",-120.19085,45.74514,"2010-04-28T18:05:00",18.08333333,"Unknown","JUVENILE",0.181
"Oncorhynchus tshawytscha",-121.961584,45.635926,"2011-05-06T06:30:00",6.5,"Unknown","JUVENILE",0.135
"Oncorhynchus tshawytscha",-121.961584,45.635926,"2011-05-06T06:30:00",6.5,"Unknown","JUVENILE",0.142
"Oncorhynchus tshawytscha",-121.961584,45.635926,"2011-05-06T06:30:00",6.5,"Unknown","JUVENILE",0.151
"Oncorhynchus tshawytscha",-121.961584,45.635926,"2011-05-06T06:30:00",6.5,"Unknown","JUVENILE",0.137
"Oncorhynchus tshawytscha",-121.961584,45.635926,"2011-05-06T06:30:00",6.5,"Unknown","JUVENILE",0.162
"Oncorhynchus tshawytscha",-121.961584,45.635926,"2011-05-06T06:30:00",6.5,"Unknown","JUVENILE",0.14
"Oncorhynchus tshawytscha",-121.961584,45.635926,"2011-05-06T06:30:00",6.5,"Unknown","JUVENILE",0.138
"Oncorhynchus tshawytscha",-121.961584,45.635926,"2011-05-06T06:30:00",6.5,"Unknown","JUVENILE",0.161
"Oncorhynchus tshawytscha",-120.18621,45.74239,"2010-04-28T17:12:00",17.2,"Unknown","JUVENILE",0.167
"Oncorhynchus tshawytscha",-121.961584,45.635926,"2011-05-04T06:30:00",6.5,"Unknown","JUVENILE",0.134
"Oncorhynchus tshawytscha",-121.961584,45.635926,"2011-05-04T06:30:00",6.5,"Unknown","JUVENILE",0.16
"Oncorhynchus tshawytscha",-121.961584,45.635926,"2011-05-04T06:30:00",6.5,"Unknown","JUVENILE",0.141
"Oncorhynchus tshawytscha",-121.961584,45.635926,"2011-05-04T06:30:00",6.5,"Unknown","JUVENILE",0.158
"Oncorhynchus mykiss",-127.35088,50.67511,"2004-05-19T18:00:00",18,"Keogh River","",0.19
"Oncorhynchus tshawytscha",-121.961584,45.635926,"2011-05-04T06:30:00",6.5,"Unknown","JUVENILE",0.152
"Oncorhynchus tshawytscha",-121.961584,45.635926,"2011-05-04T06:30:00",6.5,"Unknown","JUVENILE",0.168
"Oncorhynchus tshawytscha",-120.18621,45.74239,"2010-04-28T17:12:00",17.2,"Unknown","JUVENILE",0.168
"Oncorhynchus tshawytscha",-121.961584,45.635926,"2011-05-04T06:30:00",6.5,"Unknown","JUVENILE",0.167
"Oncorhynchus tshawytscha",-121.961584,45.635926,"2011-05-04T06:30:00",6.5,"Unknown","JUVENILE",0.151
"Oncorhynchus tshawytscha",-121.961584,45.635926,"2011-05-04T06:30:00",6.5,"Unknown","JUVENILE",0.142
"Oncorhynchus tshawytscha",-121.961584,45.635926,"2011-05-04T06:30:00",6.5,"Unknown","JUVENILE",0.138
"Oncorhynchus tshawytscha",-121.961584,45.635926,"2011-05-06T06:30:00",6.5,"Unknown","JUVENILE",0.141
"Oncorhynchus tshawytscha",-120.18621,45.74239,"2010-04-28T17:12:00",17.2,"Unknown","JUVENILE",0.183
"Oncorhynchus tshawytscha",-121.961584,45.635926,"2011-05-06T06:30:00",6.5,"Unknown","JUVENILE",0.147
"Oncorhynchus tshawytscha",-121.961584,45.635926,"2011-05-06T06:30:00",6.5,"Unknown","JUVENILE",0.144
"Oncorhynchus tshawytscha",-121.961584,45.635926,"2011-05-06T06:30:00",6.5,"Unknown","JUVENILE",0.136
"Oncorhynchus mykiss",-127.35088,50.67511,"2004-05-19T18:00:00",18,"Keogh River","",0.183
"Oncorhynchus tshawytscha",-121.961584,45.635926,"2011-05-06T06:30:00",6.5,"Unknown","JUVENILE",0.153
"Oncorhynchus tshawytscha",-115.93472,46.12972,"2009-05-04T22:30:00",22.5,"Dworshak","",NA
"Oncorhynchus tshawytscha",-120.19085,45.74514,"2010-04-28T18:05:00",18.08333333,"Unknown","JUVENILE",0.189
"Oncorhynchus tshawytscha",-121.961584,45.635926,"2011-05-06T06:30:00",6.5,"Unknown","JUVENILE",0.148
"Oncorhynchus tshawytscha",-121.961584,45.635926,"2011-05-06T06:30:00",6.5,"Unknown","JUVENILE",0.154
"Oncorhynchus tshawytscha",-121.961584,45.635926,"2011-05-06T06:30:00",6.5,"Unknown","JUVENILE",0.13
"Oncorhynchus tshawytscha",-121.961584,45.635926,"2011-05-06T06:30:00",6.5,"Unknown","JUVENILE",0.146
"Oncorhynchus tshawytscha",-121.961584,45.635926,"2011-05-20T06:30:00",6.5,"Unknown","JUVENILE",0.136
"Oncorhynchus tshawytscha",-120.19085,45.74514,"2010-04-28T18:05:00",18.08333333,"Unknown","JUVENILE",0.179
"Oncorhynchus mykiss",-127.35088,50.67511,"2004-05-17T23:00:00",23,"Keogh River","",0.188
"Oncorhynchus tshawytscha",-121.961584,45.635926,"2011-05-20T06:30:00",6.5,"Unknown","JUVENILE",0.151
"Oncorhynchus tshawytscha",-121.961584,45.635926,"2011-05-20T06:30:00",6.5,"Unknown","JUVENILE",0.137
"Oncorhynchus tshawytscha",-121.961584,45.635926,"2011-05-20T06:30:00",6.5,"Unknown","JUVENILE",0.15
"Oncorhynchus tshawytscha",-121.961584,45.635926,"2011-05-20T06:30:00",6.5,"Unknown","JUVENILE",0.144
"Oncorhynchus tshawytscha",-121.961584,45.635926,"2011-05-20T06:30:00",6.5,"Unknown","JUVENILE",0.159
"Oncorhynchus tshawytscha",-121.961584,45.635926,"2011-05-20T06:30:00",6.5,"Unknown","JUVENILE",0.154
"Oncorhynchus tshawytscha",-121.961584,45.635926,"2011-05-20T06:30:00",6.5,"Unknown","JUVENILE",0.148
"Oncorhynchus tshawytscha",-120.19085,45.74514,"2010-04-28T18:05:00",18.08333333,"Unknown","JUVENILE",0.171
"Oncorhynchus tshawytscha",-121.961584,45.635926,"2011-05-20T06:30:00",6.5,"Unknown","JUVENILE",0.149
"Oncorhynchus tshawytscha",-121.961584,45.635926,"2011-05-20T06:30:00",6.5,"Unknown","JUVENILE",0.146
"Oncorhynchus tshawytscha",-121.961584,45.635926,"2011-05-20T06:30:00",6.5,"Unknown","JUVENILE",0.139
"Oncorhynchus tshawytscha",-121.961584,45.635926,"2011-05-20T06:30:00",6.5,"Unknown","JUVENILE",0.161
"Oncorhynchus tshawytscha",-121.961584,45.635926,"2011-05-20T06:30:00",6.5,"Unknown","JUVENILE",0.141
"Oncorhynchus tshawytscha",-121.961584,45.635926,"2011-05-20T06:30:00",6.5,"Unknown","JUVENILE",0.155
"Oncorhynchus tshawytscha",-121.961584,45.635926,"2011-05-20T06:30:00",6.5,"Unknown","JUVENILE",0.143
"Oncorhynchus tshawytscha",-121.961584,45.635926,"2011-05-20T06:30:00",6.5,"Unknown","JUVENILE",0.162
"Oncorhynchus tshawytscha",-120.18621,45.74239,"2010-04-28T17:12:00",17.2,"Unknown","JUVENILE",0.154
"Oncorhynchus tshawytscha",-121.961584,45.635926,"2011-05-20T06:30:00",6.5,"Unknown","JUVENILE",0.145
"Oncorhynchus tshawytscha",-121.961584,45.635926,"2011-05-20T06:30:00",6.5,"Unknown","JUVENILE",0.142
"Oncorhynchus tshawytscha",-121.961584,45.635926,"2011-05-22T16:45:00",16.75,"Unknown","JUVENILE",0.133
"Oncorhynchus tshawytscha",-121.961584,45.635926,"2011-05-22T16:45:00",16.75,"Unknown","JUVENILE",0.152
"Oncorhynchus tshawytscha",-121.961584,45.635926,"2011-05-22T16:45:00",16.75,"Unknown","JUVENILE",0.14
"Oncorhynchus tshawytscha",-120.18621,45.74239,"2010-04-28T17:12:00",17.2,"Unknown","JUVENILE",0.19
"Oncorhynchus tshawytscha",-121.961584,45.635926,"2011-05-22T16:45:00",16.75,"Unknown","JUVENILE",0.13
"Oncorhynchus tshawytscha",-121.961584,45.635926,"2011-05-22T16:45:00",16.75,"Unknown","JUVENILE",0.134
"Oncorhynchus tshawytscha",-121.961584,45.635926,"2011-05-22T16:45:00",16.75,"Unknown","JUVENILE",0.145
"Oncorhynchus tshawytscha",-121.961584,45.635926,"2011-05-22T16:45:00",16.75,"Unknown","JUVENILE",0.132
"Oncorhynchus mykiss",-127.35088,50.67511,"2004-05-17T23:00:00",23,"Keogh River","",0.21
"Oncorhynchus tshawytscha",-121.961584,45.635926,"2011-05-22T16:45:00",16.75,"Unknown","JUVENILE",0.144
"Oncorhynchus tshawytscha",-121.961584,45.635926,"2011-05-22T16:45:00",16.75,"Unknown","JUVENILE",0.135
"Oncorhynchus tshawytscha",-121.961584,45.635926,"2011-05-22T16:45:00",16.75,"Unknown","JUVENILE",0.163
"Oncorhynchus tshawytscha",-121.961584,45.635926,"2011-05-22T16:45:00",16.75,"Unknown","JUVENILE",0.139
"Oncorhynchus tshawytscha",-121.961584,45.635926,"2011-05-22T16:45:00",16.75,"Unknown","JUVENILE",0.137
"Oncorhynchus tshawytscha",-120.18621,45.74239,"2010-04-28T17:12:00",17.2,"Unknown","JUVENILE",0.159
"Oncorhynchus tshawytscha",-121.961584,45.635926,"2011-05-22T16:45:00",16.75,"Unknown","JUVENILE",0.151
"Oncorhynchus tshawytscha",-121.961584,45.635926,"2011-05-22T16:45:00",16.75,"Unknown","JUVENILE",0.161
"Oncorhynchus tshawytscha",-121.961584,45.635926,"2011-05-22T16:45:00",16.75,"Unknown","JUVENILE",0.168
"Oncorhynchus tshawytscha",-121.961584,45.635926,"2011-05-22T16:45:00",16.75,"Unknown","JUVENILE",0.142
"Oncorhynchus tshawytscha",-121.961584,45.635926,"2011-05-22T16:45:00",16.75,"Unknown","JUVENILE",0.159
"Oncorhynchus tshawytscha",-122.07833333,45.59333333,"2011-05-23T03:50:00",3.83333333,"Unknown","JUVENILE",0.14
"Oncorhynchus tshawytscha",-122.07833333,45.59333333,"2011-05-23T03:50:00",3.83333333,"Unknown","JUVENILE",0.131
"Oncorhynchus tshawytscha",-122.07833333,45.59333333,"2011-05-23T03:50:00",3.83333333,"Unknown","JUVENILE",0.133
"Oncorhynchus tshawytscha",-120.19085,45.74514,"2010-04-28T18:05:00",18.08333333,"Unknown","JUVENILE",0.172
"Oncorhynchus tshawytscha",-122.07833333,45.59333333,"2011-05-23T03:50:00",3.83333333,"Unknown","JUVENILE",0.139
"Oncorhynchus tshawytscha",-122.07833333,45.59333333,"2011-05-23T03:50:00",3.83333333,"Unknown","JUVENILE",0.159
"Oncorhynchus tshawytscha",-122.07833333,45.59333333,"2011-05-23T03:50:00",3.83333333,"Unknown","JUVENILE",0.149
"Oncorhynchus tshawytscha",-122.07833333,45.59333333,"2011-05-23T03:50:00",3.83333333,"Unknown","JUVENILE",0.136
"Oncorhynchus tshawytscha",-122.07833333,45.59333333,"2011-05-23T03:50:00",3.83333333,"Unknown","JUVENILE",0.137
"Oncorhynchus tshawytscha",-122.07833333,45.59333333,"2011-05-23T03:50:00",3.83333333,"Unknown","JUVENILE",0.132
"Oncorhynchus tshawytscha",-122.07833333,45.59333333,"2011-05-23T03:50:00",3.83333333,"Unknown","JUVENILE",0.147
"Oncorhynchus tshawytscha",-122.07833333,45.59333333,"2011-05-23T03:50:00",3.83333333,"Unknown","JUVENILE",0.16
"Oncorhynchus tshawytscha",-120.18621,45.74239,"2010-04-28T17:12:00",17.2,"Unknown","JUVENILE",0.174
"Oncorhynchus tshawytscha",-122.07833333,45.59333333,"2011-05-23T03:50:00",3.83333333,"Unknown","JUVENILE",0.142
